date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:50:57	106927/106927	---M--	200	added ('OK')	application/pdf	etag:%221a1af-6401b6ac-78d11f599c1ba5c8;;;%22	https://bridgetrade.co.uk/Information_Protection.pdf	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/Information_Protection.pdf	(from https://bridgetrade.co.uk/home.html)
00:50:58	884/884	---M-Z	200	added ('OK')	application/x-javascript	etag:%22374-6401b6ad-cbfbd90f3b518520;gz%22	https://bridgetrade.co.uk/www.google.com/recaptcha/api9516.js?render=6Lf-NwEVAAAAAPo_wwOYxFW18D9_EKvwxJxeyUx7	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/www.google.com/recaptcha/api95169516.js	(from https://bridgetrade.co.uk/home.html)
00:51:01	88059/88059	---M-Z	200	added ('OK')	application/x-javascript	etag:%22157fb-6401b6ac-62e3a325006ad97;gz%22	https://bridgetrade.co.uk/assets/js/vendor/jquery.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/jquery.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:01	3601/3601	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e11-6401b6ac-5fcd92805cf2397f;gz%22	https://bridgetrade.co.uk/assets/js/vendor/jquery.easing.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/jquery.easing.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:02	1438/1438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2259e-6401b6ac-95d9de45a1b92600;gz%22	https://bridgetrade.co.uk/assets/js/vendor/jquery.inview.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/jquery.inview.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:03	18857/18857	---M-Z	200	added ('OK')	application/x-javascript	etag:%2249a9-6401b6ac-3db3407e14ecd78b;gz%22	https://bridgetrade.co.uk/assets/js/vendor/popper.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/popper.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:03	59731/59731	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e953-6401b6ac-d04dacbafe346115;gz%22	https://bridgetrade.co.uk/assets/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/bootstrap.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:04	21636/21636	---M-Z	200	added ('OK')	application/x-javascript	etag:%225484-6401b6ac-ba46fe48b5959e6;gz%22	https://bridgetrade.co.uk/assets/js/vendor/ponyfill.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/ponyfill.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:05	138825/138825	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221e49-6401b6ac-9aee4dcc79b21bba;gz%22	https://bridgetrade.co.uk/assets/js/vendor/slider.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/slider.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:06	14532/14532	---M-Z	200	added ('OK')	application/x-javascript	etag:%2238c4-6401b6ac-e180596607d0d09c;gz%22	https://bridgetrade.co.uk/assets/js/vendor/animation.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/animation.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:06	4173/4173	---M-Z	200	added ('OK')	application/x-javascript	etag:%22104d-6401b6ac-a58990d172a0fe2d;gz%22	https://bridgetrade.co.uk/assets/js/vendor/progress-radial.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/progress-radial.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:07	5027/5027	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213a3-6401b6ac-5e5a4b66c6cdfd76;gz%22	https://bridgetrade.co.uk/assets/js/vendor/bricklayer.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/bricklayer.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:08	49675/49675	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c20b-6401b6ac-8551b1f23fae7453;gz%22	https://bridgetrade.co.uk/assets/js/vendor/gallery.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/gallery.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:08	20405/20405	---M-Z	200	added ('OK')	application/x-javascript	etag:%224fb5-6401b6ac-45c0b36d9f499e0;gz%22	https://bridgetrade.co.uk/assets/js/vendor/shuffle.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/shuffle.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:09	9171/9171	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223d3-6401b6ac-65d714d2299e6e9b;gz%22	https://bridgetrade.co.uk/assets/js/vendor/cookie-notice.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/cookie-notice.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:10	22820/22820	---M-Z	200	added ('OK')	application/x-javascript	etag:%225924-6401b6ac-624d4f13d80f4407;gz%22	https://bridgetrade.co.uk/assets/js/vendor/particles.min.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/vendor/particles.min.js	(from https://bridgetrade.co.uk/home.html)
00:51:11	26102/26102	---M-Z	200	added ('OK')	application/x-javascript	etag:%2265f6-6401b6ac-4400a6bac250cf06;gz%22	https://bridgetrade.co.uk/assets/js/main.js	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/js/main.js	(from https://bridgetrade.co.uk/home.html)
00:51:12	7629/7629	---M--	200	added ('OK')	image/png	etag:%221dcd-6401b6ac-fdddf4b34c8f37f2;;;%22	https://bridgetrade.co.uk/assets/textures/bullets.png	C:/My%20Web%20Sites/hamsa/bridgetrade.co.uk/assets/textures/bullets.png	(from https://bridgetrade.co.uk/assets/css/main.css)
